index,duration,content,startOfParagraph,startTime,ID
363,1973,"relied on those meals every day,",False,199235,2062
364,2116,"and they were going without food over the summer,",False,201208,2062
365,2024,so they retrofitted a school bus,False,203324,2062
366,1752,"to create a mobile feeding unit,",False,205348,2062
367,1235,and they traveled around the neighborhoods,False,207100,2062
368,2799,feedings 500 kids a day during the summer.,False,208335,2062
369,2595,And kids made the most amazing projects.,True,211134,2062
370,1050,I knew they would.,False,213729,2062
371,1612,Kids made hamburger cards,False,214779,2062
372,1994,that were made out of construction paper.,False,216391,2062
373,1901,They took photos of their lunch lady's head,False,218385,2062
374,1808,and plastered it onto my cartoon lunch lady,False,220286,2062
375,1793,and fixed that to a milk carton,False,222094,2062
376,2486,and presented them with flowers.,False,223887,2062
377,2003,"And they made their own comics,",False,226373,2062
378,1361,starring the cartoon lunch lady,False,228376,2062
379,2223,alongside their actual lunch ladies.,False,229737,2062
380,1936,"And they made thank you pizzas,",False,231960,2062
381,1915,where every kid signed a different topping,False,233896,2062
382,2959,of a construction paper pizza.,False,235811,2062
383,3600,"For me, I was so moved by the response",True,238770,2062
384,1979,"that came from the lunch ladies,",False,242370,2062
385,1879,"because one woman said to me, she said,",False,244349,2062
386,2535,"Before this day, I felt like I was",False,246228,2062
387,2437,at the end of the planet at this school.,False,248763,2062
388,2375,I didn't think that anyone noticed us down here.,False,251200,2062
389,1867,"Another woman said to me,",False,253575,2062
390,2548,"You know, what I got out of this",False,255442,2062
391,2954,is that what I do is important.,False,257990,2062
392,2340,And of course what she does is important.,True,260944,2062
393,2104,What they all do is important.,False,263284,2062
394,3389,"They're feeding our children every single day,",False,265388,2062
395,2459,"and before a child can learn,",False,268777,2062
396,2530,"their belly needs to be full,",False,271236,2062
397,1778,and these women and men,False,273766,2062
398,1923,are working on the front lines to create,False,275544,2062
399,2203,an educated society.,False,277467,2062
400,2770,So I hope that,True,279670,2062
401,1901,you don't wait for School Lunch Hero Day,False,282440,2062
402,2035,"to say thank you to your lunch staff,",False,284341,2062
403,2048,and I hope that you remember,False,286376,2062
404,2846,how powerful a thank you can be.,False,288424,2062
405,1995,A thank you can change a life.,False,291270,2062
406,3202,"It changes the life of the person who receives it,",False,293265,2062
407,2284,and it changes the life of the person,False,296467,2062
408,1626,who expresses it.,False,298751,2062
409,2356,Thank you.,True,300377,2062
411,1412,How much do you get paid.,False,1178,2585
412,1888,Don't answer that out loud.,False,3155,2585
413,1781,But put a number in your head.,False,5666,2585
414,4643,Now. How much do you think the person sitting next to you gets paid.,False,8017,2585
415,2159,"Again, don't answer out loud.",False,13176,2585
417,2358,"At work, how much do you think",True,17144,2585
418,3938,the person sitting in the cubicle or the desk next to you gets paid.,False,19526,2585
419,1155,Do you know.,False,23488,2585
420,1365,Should you know.,False,24977,2585
421,3977,"Notice, it's a little uncomfortable for me to even ask you those questions.",True,26961,2585
422,3150,"But admit it , you kind of want to know.",False,30962,2585
423,3525,Most of us are uncomfortable with the idea of broadcasting our salary.,False,34993,2585
424,2149,"We're not supposed to tell our neighbors,",False,38542,2585
425,3192,and we're definitely not supposed to tell our office neighbors.,False,40715,2585
426,3514,"The assumed reason is that if everybody knew what everybody got paid,",False,43931,2585
427,1790,then all hell would break loose.,False,47469,2585
428,2101,"There'd be arguments, there'd be fights,",False,49283,2585
429,2189,there might even be a few people who quit.,False,51408,2585
430,3779,But what if secrecy is actually the reason for all that strife.,False,53621,2585
431,2618,And what would happen if we removed that secrecy.,False,57424,2585
432,3991,What if openness actually increased the sense of fairness and collaboration,False,60599,2585
433,1222,inside a company.,False,64614,2585
434,3586,What would happen if we had total pay transparency.,False,65860,2585
435,1317,"For the past several years,",True,70254,2585
436,2913,I've been studying the corporate and entrepreneurial leaders,False,71595,2585
437,3549,who question the conventional wisdom about how to run a company.,False,74532,2585
438,2452,And the question of pay keeps coming up.,False,78105,2585
439,2450,And the answers keep surprising.,False,81105,2585
440,1807,"It turns out that pay transparency ,",True,84458,2585
441,2110,"sharing salaries openly across a company ,",False,86289,2585
442,2649,makes for a better workplace for both the employee,False,88423,2585
443,1587,and for the organization.,False,91096,2585
444,3099,"When people don't know how their pay compares to their peers',",False,93362,2585
445,1816,they're more likely to feel underpaid,False,96485,2585
446,1935,and maybe even discriminated against.,False,98325,2585
447,2575,Do you want to work at a place that tolerates the idea,False,100646,2585
448,2804,that you feel underpaid or discriminated against.,False,103245,2585
449,2510,"But keeping salaries secret does exactly that,",False,106697,2585
450,2883,"and it's a practice as old as it is common,",False,109231,2585
451,2092,"despite the fact that in the United States,",False,112674,2585
452,3450,the law protects an employee's right to discuss their pay.,False,114790,2585
453,2558,"In one famous example from decades ago,",True,119417,2585
454,2106,the management of Vanity Fair magazine,False,121999,2585
455,2120,actually circulated a memo entitled.,False,124129,2585
456,3205,Forbidding Discussion Among Employees of Salary Received.,False,126273,2585
457,3322,Forbidding discussion among employees of salary received.,False,129502,2585
458,2147,Now that memo didn't sit well with everybody.,False,133482,2585
459,2046,"New York literary figures Dorothy Parker,",False,135653,2585
460,1762,"Robert Benchley and Robert Sherwood,",False,137723,2585
461,2441,"all writers in the Algonquin Round Table,",False,139509,2585
462,1781,decided to stand up for transparency,False,141974,2585
463,1732,and showed up for work the next day,False,143779,2585
464,3214,with their salary written on signs hanging from their neck.,False,145535,2585
466,1575,Imagine showing up for work,True,150716,2585
467,3490,with your salary just written across your chest for all to see.,False,152315,2585
468,3270,But why would a company even want to discourage salary discussions.,True,157573,2585
469,3332,"Why do some people go along with it, while others revolt against it.",False,160867,2585
470,3044,"It turns out that in addition to the assumed reasons,",False,165906,2585
471,3303,pay secrecy is actually a way to save a lot of money.,False,168974,2585
472,1911,"You see, keeping salaries secret",False,172301,2585
473,2951,leads to what economists call information asymmetry.,False,174236,2585
474,2271,"This is a situation where, in a negotiation,",False,177211,2585
475,2998,one party has loads more information than the other.,False,179506,2585
476,3410,"And in hiring or promotion or annual raise discussions,",False,182887,2585
477,3658,an employer can use that secrecy to save a lot of money.,False,186321,2585
478,2624,Imagine how much better you could negotiate for a raise,False,190518,2585
479,1807,if you knew everybody's salary.,False,193166,2585
480,2441,Economists warn that information asymmetry,True,197612,2585
481,1647,can cause markets to go awry.,False,200077,2585
482,1906,"Someone leaves a pay stub on the copier,",False,201748,2585
483,2418,and suddenly everybody is shouting at each other.,False,203678,2585
484,1706,"In fact, they even warn",False,206866,2585
485,4817,that information asymmetry can lead to a total market failure.,False,208596,2585
486,2014,And I think we're almost there.,False,214095,2585
487,1166,Here's why.,False,216133,2585
488,4928,"first, most employees have no idea how their pay compares to their peers'.",False,217323,2585
489,3850,"In a 2015 survey of 70,000 employees,",False,222834,2585
490,3381,two-thirds of everyone who is paid at the market rate,False,226708,2585
491,2232,said that they felt they were underpaid.,False,230113,2585
492,2879,"And of everybody who felt that they were underpaid,",False,233036,2585
493,2953,"60 percent said that they intended to quit,",False,235939,2585
494,2888,"regardless of where they were , underpaid, overpaid",False,238916,2585
495,1579,or right at the market rate.,False,241828,2585
496,2460,"If you were part of this survey, what would you say.",False,244200,2585
497,1276,Are you underpaid.,False,246684,2585
498,2325,"Well, wait , how do you even know,",False,247984,2585
499,2133,because you're not allowed to talk about it.,False,250333,2585
500,3599,"Next, information asymmetry, pay secrecy,",True,252911,2585
501,2779,makes it easier to ignore the discrimination,False,256534,2585
502,2467,that's already present in the market today.,False,259337,2585
503,3697,"In a 2011 report from the Institute for Women's Policy Research,",False,262217,2585
504,2124,the gender wage gap between men and women,False,265938,2585
505,1738,was 23 percent.,False,268086,2585
506,2619,This is where that 77 cents on the dollar comes from.,False,270451,2585
507,1463,"But in the Federal Government,",False,273641,2585
508,2063,where salaries are pinned to certain levels,False,275128,2585
509,2040,"and everybody knows what those levels are,",False,277215,2585
510,2085,"the gender wage gap shrinks to 11 percent ,",False,279279,2585
511,2576,and this is before controlling for any of the factors,False,281388,2585
512,2893,that economists argue over whether or not to control for.,False,283988,2585
513,2672,"If we really want to close the gender wage gap,",True,287264,2585
514,2488,maybe we should start by opening up the payroll.,False,289960,2585
515,3222,"If this is what total market failure looks like,",False,292864,2585
516,3268,then openness remains the only way to ensure fairness.,False,296110,2585
517,2501,"Now, I realize that letting people know what you make",True,300274,2585
518,1646,"might feel uncomfortable,",False,302799,2585
519,1515,but isn't it less uncomfortable,False,304469,2585
520,2880,"than always wondering if you're being discriminated against,",False,306008,2585
521,3762,or if your wife or your daughter or your sister is being paid unfairly.,False,308912,2585
522,3940,"Openness remains the best way to ensure fairness,",False,313353,2585
523,1913,and pay transparency does that.,False,317317,2585
524,2680,That's why entrepreneurial leaders and corporate leaders,True,319991,2585
525,2793,have been experimenting with sharing salaries for years.,False,322695,2585
526,1413,Like Dane Atkinson.,False,325512,2585
527,3879,Dane is a serial entrepreneur who started many companies,False,326949,2585
528,1582,in a pay secrecy condition,False,330852,2585
529,3353,and even used that condition to pay two equally qualified people,False,332458,2585
530,1696,"dramatically different salaries,",False,335835,2585
531,2169,depending on how well they could negotiate.,False,337555,2585
532,3331,And Dane saw the strife that happened as a result of this.,False,340091,2585
533,2227,"So when he started his newest company, SumAll,",False,343888,2585
534,3110,he committed to salary transparency from the beginning.,False,346139,2585
535,1738,And the results have been amazing.,False,349821,2585
536,1622,"And in study after study,",False,352424,2585
537,1876,when people know how they're being paid,False,354070,2585
538,2029,"and how that pay compares to their peers',",False,355970,2585
539,2933,"they're more likely to work hard to improve their performance,",False,358023,2585
540,2849,"more likely to be engaged, and they're less likely to quit.",False,360980,2585
541,1402,That's why Dane's not alone.,True,363853,2585
542,2171,"From technology start-ups like Buffer,",False,365279,2585
543,3346,"to the tens of thousands of employees at Whole Foods,",False,367915,2585
544,3167,"where not only is your salary available for everyone to see,",False,371285,2585
545,3000,but the performance data for the store and for your department,False,374476,2585
546,1919,is available on the company intranet,False,377500,2585
547,1222,for all to see.,False,379443,2585
548,2462,"Now, pay transparency takes a lot of forms.",True,381985,2585
549,1598,It's not one size fits all.,False,384471,2585
550,2496,Some post their salaries for all to see.,False,386093,2585
551,2301,Some only keep it inside the company.,False,388613,2585
552,2585,"Some post the formula for calculating pay,",False,390938,2585
553,1774,and others post the pay levels,False,393547,2585
554,1778,and affix everybody to that level.,False,395345,2585
555,2049,So you don't have to make signs,False,397147,2585
556,2524,for all of your employees to wear around the office.,False,399220,2585
557,2914,And you don't have to be the only one wearing a sign,False,401768,2585
558,1222,that you made at home.,False,404706,2585
559,3204,But we can all take greater steps towards pay transparency.,False,406494,2585
560,2028,For those of you that have the authority,False,410233,2585
561,1794,to move forward towards transparency.,False,412285,2585
562,1475,it's time to move forward.,False,414103,2585
563,2468,And for those of you that don't have that authority.,False,415943,2585
564,1979,it's time to stand up for your right to.,False,418435,2585
565,1725,So how much do you get paid.,True,421263,2585
566,2627,And how does that compare to the people you work with.,False,424186,2585
567,1306,You should know.,False,427190,2585
568,1275,And so should they.,False,429312,2585
569,1168,Thank you.,True,431936,2585
571,2346,"One day in 1819,",True,419,1637
572,2759,"3,000 miles off the coast of Chile,",False,2765,1637
573,2930,"in one of the most remote regions of the Pacific Ocean,",False,5524,1637
574,4040,20 American sailors watched their ship flood with seawater.,False,8454,1637
575,2180,"They'd been struck by a sperm whale, which had ripped",False,12494,1637
576,2901,a catastrophic hole in the ship's hull.,False,14674,1637
577,2329,"As their ship began to sink beneath the swells,",False,17575,1637
578,4313,the men huddled together in three small whaleboats.,False,19904,1637
579,2263,"These men were 10,000 miles from home,",False,24217,1637
580,3223,"more than 1,000 miles from the nearest scrap of land.",False,26480,1637
581,2204,"In their small boats, they carried only",False,29703,1637
582,1566,rudimentary navigational equipment,False,31907,1637
583,3648,and limited supplies of food and water.,False,33473,1637
584,2204,"These were the men of the whaleship Essex,",False,37121,1637
585,2655,whose story would later inspire parts of Moby Dick.,False,39325,1637
586,2949,"Even in today's world, their situation would be really dire,",True,41980,1637
587,1926,but think about how much worse it would have been then.,False,44929,1637
588,3225,No one on land had any idea that anything had gone wrong.,False,46855,1637
589,2912,No search party was coming to look for these men.,False,50080,1637
590,2862,So most of us have never experienced a situation,False,52992,1637
591,3503,"as frightening as the one in which these sailors found themselves,",False,55854,1637
592,1867,but we all know what it's like to be afraid.,False,59357,1637
593,2294,"We know how fear feels,",False,61224,1637
594,2104,but I'm not sure we spend enough time thinking about,False,63518,1637
595,1645,what our fears mean.,False,65622,1637
596,2837,"As we grow up, we're often encouraged to think of fear",True,67267,1637
597,2913,"as a weakness, just another childish thing to discard",False,70104,1637
598,2818,like baby teeth or roller skates.,False,73017,1637
599,2495,And I think it's no accident that we think this way.,False,75835,1637
600,2607,Neuroscientists have actually shown that human beings,False,78330,1637
601,2739,are hard-wired to be optimists.,False,80937,1637
602,2783,"So maybe that's why we think of fear, sometimes,",False,83676,1637
603,1978,as a danger in and of itself.,False,86459,1637
604,2997,"Don't worry, we like to say to one another. Don't panic.",False,88437,1637
605,2649,"In English, fear is something we conquer.",False,91434,1637
606,3833,It's something we fight. It's something we overcome.,False,94083,1637
607,2205,But what if we looked at fear in a fresh way.,False,97916,1637
608,4143,"What if we thought of fear as an amazing act of the imagination,",False,100121,1637
609,2378,something that can be as profound and insightful,False,104264,1637
610,2654,as storytelling itself.,False,106642,1637
611,2593,It's easiest to see this link between fear and the imagination,True,109296,1637
612,3279,"in young children, whose fears are often extraordinarily vivid.",False,111889,1637
613,2281,"When I was a child, I lived in California,",False,115168,1637
614,2689,"which is, you know, mostly a very nice place to live,",False,117449,1637
615,4008,"but for me as a child, California could also be a little scary.",False,120138,1637
616,3041,I remember how frightening it was to see the chandelier,False,124146,1637
617,2433,that hung above our dining table swing back and forth,False,127187,1637
618,2175,"during every minor earthquake,",False,129620,1637
619,2303,"and I sometimes couldn't sleep at night, terrified",False,131795,1637
620,2521,that the Big One might strike while we were sleeping.,False,134098,1637
621,2872,And what we say about kids who have fears like that,False,136619,1637
622,3228,is that they have a vivid imagination.,False,139491,1637
623,2390,"But at a certain point, most of us learn",False,142719,1637
624,2886,to leave these kinds of visions behind and grow up.,False,145109,1637
625,2757,"We learn that there are no monsters hiding under the bed,",False,147995,1637
626,2980,and not every earthquake brings buildings down.,False,150752,1637
627,3408,But maybe it's no coincidence that some of our most creative minds,False,153732,1637
628,3111,fail to leave these kinds of fears behind as adults.,False,157140,1637
629,3861,"The same incredible imaginations that produced The Origin of Species,",False,160251,1637
630,2857,"Jane Eyre and The Remembrance of Things Past,",False,164112,1637
631,3339,also generated intense worries that haunted the adult lives,False,166969,1637
632,4456,"of Charles Darwin, Charlotte BrontĂŤ and Marcel Proust.",False,170308,1637
633,2929,"So the question is, what can the rest of us learn about fear",False,174764,1637
634,3304,from visionaries and young children.,False,177693,1637
635,2860,"Well let's return to the year 1819 for a moment,",True,180997,1637
636,3687,to the situation facing the crew of the whaleship Essex.,False,183857,1637
637,2119,Let's take a look at the fears that their imaginations,False,187544,1637
638,3756,were generating as they drifted in the middle of the Pacific.,False,189663,1637
639,3549,Twenty-four hours had now passed since the capsizing of the ship.,False,193419,1637
640,2703,"The time had come for the men to make a plan,",False,196968,1637
641,2726,but they had very few options.,False,199671,1637
642,2431,"In his fascinating account of the disaster,",False,202397,1637
643,2740,Nathaniel Philbrick wrote that these men were just about,False,204828,1637
644,4400,as far from land as it was possible to be anywhere on Earth.,False,207568,1637
645,2300,The men knew that the nearest islands they could reach,False,211968,1637
646,3776,"were the Marquesas Islands, 1,200 miles away.",False,214268,1637
647,2522,But they'd heard some frightening rumors.,False,218044,1637
648,1678,"They'd been told that these islands,",False,220566,1637
649,4244,"and several others nearby, were populated by cannibals.",False,222244,1637
650,2376,So the men pictured coming ashore only to be murdered,False,226488,1637
651,1641,and eaten for dinner.,False,228864,1637
652,2752,"Another possible destination was Hawaii,",False,230505,1637
653,1872,"but given the season, the captain was afraid",False,233257,1637
654,3221,they'd be struck by severe storms.,False,235129,1637
655,3792,"Now the last option was the longest, and the most difficult.",False,238350,1637
656,3624,"to sail 1,500 miles due south in hopes of reaching",False,242142,1637
657,1889,a certain band of winds that could eventually,False,245766,1637
658,2264,push them toward the coast of South America.,False,247655,1637
659,2721,But they knew that the sheer length of this journey,False,249919,1637
660,3511,would stretch their supplies of food and water.,False,252640,1637
661,3406,"To be eaten by cannibals, to be battered by storms,",False,256151,1637
662,3361,to starve to death before reaching land.,False,259557,1637
663,3392,"These were the fears that danced in the imaginations of these poor men,",False,262918,1637
664,2899,"and as it turned out, the fear they chose to listen to",False,266310,1637
665,2654,would govern whether they lived or died.,False,269209,1637
666,4210,Now we might just as easily call these fears by a different name.,True,271863,1637
667,2278,"What if instead of calling them fears,",False,276073,1637
668,1611,we called them stories.,False,278351,1637
669,2233,"Because that's really what fear is, if you think about it.",False,279962,1637
670,3060,It's a kind of unintentional storytelling,False,282195,1637
671,2930,that we are all born knowing how to do.,False,285255,1637
672,2763,And fears and storytelling have the same components.,False,288185,1637
673,1865,They have the same architecture.,False,290948,1637
674,2677,"Like all stories, fears have characters.",False,292813,1637
675,2423,"In our fears, the characters are us.",False,295490,1637
676,4302,Fears also have plots. They have beginnings and middles and ends.,False,297913,1637
677,4116,You board the plane. The plane takes off. The engine fails.,False,302215,1637
678,2568,Our fears also tend to contain imagery that can be,False,306331,1637
679,3349,every bit as vivid as what you might find in the pages of a novel.,False,308899,1637
680,2956,"Picture a cannibal, human teeth",False,312248,1637
681,2207,"sinking into human skin,",False,315204,1637
682,3054,human flesh roasting over a fire.,False,317411,1637
683,2736,Fears also have suspense.,False,320465,1637
684,2290,"If I've done my job as a storyteller today,",False,323201,1637
685,1508,you should be wondering what happened,False,325491,1637
686,2101,to the men of the whaleship Essex.,False,326999,1637
687,4245,Our fears provoke in us a very similar form of suspense.,False,329100,1637
688,3553,"Just like all great stories, our fears focus our attention",False,333345,1637
689,3939,on a question that is as important in life as it is in literature.,False,336898,1637
690,2757,What will happen next.,False,340837,1637
691,2704,"In other words, our fears make us think about the future.",False,343594,1637
692,2018,"And humans, by the way, are the only creatures capable",False,346298,1637
693,1670,"of thinking about the future in this way,",False,348316,1637
694,2891,"of projecting ourselves forward in time,",False,349986,1637
695,2412,and this mental time travel is just one more thing,False,352877,1637
696,3622,that fears have in common with storytelling.,False,355289,1637
697,2493,"As a writer, I can tell you that a big part of writing fiction",True,358911,1637
698,1883,is learning to predict how one event in a story,False,361404,1637
699,1744,"will affect all the other events,",False,363287,1637
700,2049,and fear works in that same way.,False,365031,1637
701,5177,"In fear, just like in fiction, one thing always leads to another.",False,367080,1637
702,2646,"When I was writing my first novel, The Age Of Miracles,",False,372257,1637
703,2961,I spent months trying to figure out what would happen,False,374903,1637
704,3189,if the rotation of the Earth suddenly began to slow down.,False,377864,1637
705,2892,What would happen to our days. What would happen to our crops.,False,381053,1637
706,2043,What would happen to our minds.,False,383945,1637
707,3106,And then it was only later that I realized how very similar,False,385988,1637
708,2121,these questions were to the ones I used to ask myself,False,389094,1637
709,2237,as a child frightened in the night.,False,391215,1637
710,2531,"If an earthquake strikes tonight, I used to worry,",False,393452,1637
711,3866,what will happen to our house. What will happen to my family.,False,395983,1637
712,4700,And the answer to those questions always took the form of a story.,False,399849,1637
713,2503,So if we think of our fears as more than just fears,False,404549,1637
714,2927,"but as stories, we should think of ourselves",False,407052,1637
715,2231,as the authors of those stories.,False,409979,1637
716,1962,"But just as importantly, we need to think of ourselves",False,412210,1637
717,2504,"as the readers of our fears, and how we choose",False,414172,1637
718,4335,to read our fears can have a profound effect on our lives.,False,416676,1637
719,3001,"Now, some of us naturally read our fears more closely than others.",True,421011,1637
720,2921,"I read about a study recently of successful entrepreneurs,",False,424012,1637
721,2626,and the author found that these people shared a habit,False,426933,1637
722,3359,"that he called productive paranoia, which meant that",False,429559,1637
723,2521,"these people, instead of dismissing their fears,",False,432918,1637
724,2663,"these people read them closely, they studied them,",False,435439,1637
725,3600,and then they translated that fear into preparation and action.,False,438102,1637
726,1917,"So that way, if their worst fears came true,",False,441702,1637
727,2078,their businesses were ready.,False,443619,1637
728,4351,"And sometimes, of course, our worst fears do come true.",True,445697,1637
729,3159,That's one of the things that is so extraordinary about fear.,False,450048,1637
730,4922,"Once in a while, our fears can predict the future.",False,453207,1637
731,3395,But we can't possibly prepare for all of the fears,False,458129,1637
732,2398,that our imaginations concoct.,False,461524,1637
733,1984,So how can we tell the difference between,False,463922,1637
734,3820,the fears worth listening to and all the others.,False,465906,1637
735,2477,I think the end of the story of the whaleship Essex,False,469726,1637
736,4283,"offers an illuminating, if tragic, example.",False,472203,1637
737,4727,"After much deliberation, the men finally made a decision.",False,476486,1637
738,3873,"Terrified of cannibals, they decided to forgo the closest islands",False,481213,1637
739,2327,and instead embarked on the longer,False,485086,1637
740,3127,and much more difficult route to South America.,False,487413,1637
741,3470,"After more than two months at sea, the men ran out of food",False,490540,1637
742,1079,"as they knew they might,",False,494010,1637
743,2695,and they were still quite far from land.,False,495089,1637
744,2887,When the last of the survivors were finally picked up,False,497784,1637
745,4486,"by two passing ships, less than half of the men were left alive,",False,500671,1637
746,4903,and some of them had resorted to their own form of cannibalism.,False,505157,1637
747,3363,"Herman Melville, who used this story as research for Moby Dick,",False,510060,1637
748,3880,"wrote years later, and from dry land, quote,",False,513423,1637
749,2624,All the sufferings of these miserable men of the Essex,False,517303,1637
750,2689,might in all human probability have been avoided,False,519927,1637
751,2567,"had they, immediately after leaving the wreck,",False,522616,1637
752,1881,steered straight for Tahiti.,False,525183,1637
753,4565,"But, as Melville put it, they dreaded cannibals.",False,527064,1637
754,3046,"So the question is, why did these men dread cannibals",False,531629,1637
755,4189,so much more than the extreme likelihood of starvation.,False,534675,1637
756,1867,Why were they swayed by one story,False,538864,1637
757,2639,so much more than the other.,False,540731,1637
758,1522,"Looked at from this angle,",False,543370,1637
759,3299,theirs becomes a story about reading.,False,544892,1637
760,2656,The novelist Vladimir Nabokov said that the best reader,False,548191,1637
761,2799,"has a combination of two very different temperaments,",False,550847,1637
762,2850,the artistic and the scientific.,False,553646,1637
763,2504,"A good reader has an artist's passion,",False,556496,1637
764,2423,"a willingness to get caught up in the story,",False,559000,1637
765,2111,"but just as importantly, the readers also needs",False,561423,1637
766,3211,"the coolness of judgment of a scientist,",False,563534,1637
767,1491,which acts to temper and complicate,False,566745,1637
768,3398,the reader's intuitive reactions to the story.,False,568236,1637
769,3205,"As we've seen, the men of the Essex had no trouble with the artistic part.",False,571634,1637
770,3640,They dreamed up a variety of horrifying scenarios.,False,574839,1637
771,3989,The problem was that they listened to the wrong story.,False,578479,1637
772,2124,"Of all the narratives their fears wrote,",False,582468,1637
773,3651,"they responded only to the most lurid, the most vivid,",False,584592,1637
774,3219,the one that was easiest for their imaginations to picture.,False,588243,1637
775,1951,cannibals.,False,591462,1637
776,2281,But perhaps if they'd been able to read their fears,False,593413,1637
777,3481,"more like a scientist, with more coolness of judgment,",False,595694,1637
778,2760,they would have listened instead to the less violent,False,599175,1637
779,3288,"but the more likely tale, the story of starvation,",False,601935,1637
780,5580,"and headed for Tahiti, just as Melville's sad commentary suggests.",False,605223,1637
781,2868,"And maybe if we all tried to read our fears,",True,610803,1637
782,1977,we too would be less often swayed,False,613671,1637
783,1876,by the most salacious among them.,False,615648,1637
784,1668,Maybe then we'd spend less time worrying about,False,617524,1637
785,2188,"serial killers and plane crashes,",False,619192,1637
786,1866,and more time concerned with the subtler,False,621380,1637
787,2054,and slower disasters we face.,False,623246,1637
