level_0,index,duration,content,startOfParagraph,startTime,ID
321,330,2172,اما برای جنی بسیار باارزش بود.,False,124966,2062
322,331,1690,وقتی کتابها اولین بارمنتشر شدند،,False,127138,2062
323,332,2104,او را به میهمانی ناهار کتابم دعوت کردم,False,128828,2062
324,333,1811,و در مقابل چشم همه،,False,130932,2062
325,334,1297,همه آنهایی که در تمامی این سالها به آنها غذا داده بود،,False,132743,2062
326,335,2940,یک اثر هنری و تعدادی کتاب به او دادم.,False,134040,2062
327,336,2569,وی دو سال بعد از گرفته شدن این عکس,False,136980,2062
328,337,1811,درگذشت،,False,139549,2062
329,338,1087,و من در مراسم یادبوش حاضر شدم،,False,141360,2062
330,339,2839,و کسی نمی توانست من را برای آنچه در آنجا دیدم آماده کند،,False,142447,2062
331,340,3488,چون بغل تابوتش این نقاشی بود,False,145286,2062
332,341,3566,و شوهرش برایم گفت که چقدر برایش باارزش بوده است،,False,148774,2062
333,342,2418,چون سختی کارش را دیده بودم,False,152340,2062
334,343,2866,و برای آنچه انجام می داد ارزش قائل شده بودم.,False,154758,2062
335,344,1892,و الهام بخش من شد برای خلق یک روز خاص,True,157624,2062
336,345,2250,جاییکه ما قادر به خلق مجدد آن احساس,False,159516,2062
337,346,3015,در کافه تریاها در سراسر کشور باشیم.,False,161766,2062
338,347,1653,روز قهرمان ناهار مدرسه، روزی که بچه ها,False,164781,2062
339,348,2858,می توانند پروژه های خلاقانه برای خدمه ناهار مدرسه شان بسازند.,False,166434,2062
340,349,2204,و من با انجمن تغذیه مدرسه شریک شدم،,False,169292,2062
341,350,3128,و آیا خبر داشتید که کمی بیش از ۳۰ میلیون کودک,False,171496,2062
342,351,1822,همه روزه در برنامه های ناهار مدرسه مشارکت می کنند.,False,174624,2062
343,352,3352,که با کمی بیش از پنج میلیارد ناهار که مدارس سالانه,False,176446,2062
344,353,1507,آماده می کنند برابر است.,False,179798,2062
345,354,2386,و قصه های قهرمانی کمی فراتر از,True,181305,2062
346,355,1987,ناگتهای مرغی می رود که بچه ای,False,183691,2062
347,356,1165,در سینی ناهارش می گیرد.,False,185678,2062
348,357,1709,خانم برندا نامی در کالیفرنیا هست,False,186843,2062
349,358,2789,که حسابی حواسش به بچه هایی هست که هر روز توی صف مقابلش میایستند,False,188552,2062
350,359,2485,و در صورت بروز چیز غیرعادی به مشاور مدرسه,False,191341,2062
351,360,1350,گزارش می دهد.,False,193826,2062
352,361,1424,بانوان ناهار در کنتاکی,False,195176,2062
353,362,2635,متوجه شدند که ۶۷ درصد از دانش آموزانشان,False,196600,2062
354,363,1973,به این وعدهای روزانه غذایی تکیه داشتند،,False,199235,2062
355,364,2116,و تمام طول تابستان را بدون غذا میمانند،,False,201208,2062
356,365,2024,در نتیجه اتوبوس مدرسه را تغییر کاربری دادند,False,203324,2062
357,366,1752,تا واحد اغذیه سیاری را خلق کنند،,False,205348,2062
358,367,1235,و در کل این مناطق می چرخیدند,False,207100,2062
359,368,2799,تا روزانه ۵۰۰ کودک را در طول تابستان تغذیه کنند.,False,208335,2062
360,369,2595,و بچه ها جالب ترین پروژه ها را ساختند.,True,211134,2062
361,370,1050,مطمئنم که همینطور بوده.,False,213729,2062
362,371,1612,بچه ها کارتهای همبرگر ساختند,False,214779,2062
363,372,1994,که از کاغذ رنگی ساخته شده بود.,False,216391,2062
364,373,1901,آنها از سر بانوی مسئول ناهارشان عکس گرفتند,False,218385,2062
365,374,1808,و آن را چسباندند به تصویر بانوی ناهار من,False,220286,2062
366,375,1793,و بعد روی یک قوطی شیر قرارش دادند,False,222094,2062
367,376,2486,و همراه با گل اهدا کردند.,False,223887,2062
368,377,2003,و کتابهای مصور خودشان را ساختند،,False,226373,2062
369,378,1361,به نقش اولی بانوی ناهار کارتونی,False,228376,2062
370,379,2223,همراه با بانوان ناهار راستکی شان.,False,229737,2062
371,380,1936,و آنها برای نشان دادن تشکرشان پیتزا درست کردند،,False,231960,2062
372,381,1915,جاییکه هر کودک تزیینات مختلفی را برای,False,233896,2062
373,382,2959,روی پیتزای کاغذی ساخته شده طراحی می کرد.,False,235811,2062
374,383,3600,خب من هم خیلی تحت تاثیر جوابهایی قرار گرفتم که,True,238770,2062
375,384,1979,خانمهای مسئول ناهار به من دادند،,False,242370,2062
376,385,1879,جواب یکی از این زنها این بود که،,False,244349,2062
377,386,2535, تا به امروز فکر می کردم,False,246228,2062
378,387,2437,که با بودنم در این مدرسه در ناکجا آباد هستم.,False,248763,2062
379,388,2375,فکر نمی کردم که کسی اینجا متوجه من شه.,False,251200,2062
380,389,1867,زن دیگری به من گفت،,False,253575,2062
381,390,2548, می دونی، چیزی که از این دستگیرم شد,False,255442,2062
382,391,2954,این که کاری که می کنم مهم است.,False,257990,2062
383,392,2340,و البته کاری که او می کند مهم است.,True,260944,2062
384,393,2104,آنچه همه آنها انجام می دهند مهم است.,False,263284,2062
385,394,3389,هر روز خدا به بچه های ما غذا می دهند،,False,265388,2062
386,395,2459,و برای این که کودکی بتواند یاد بگیرد,False,268777,2062
387,396,2530,نخست باید شکمش سیر باشد،,False,271236,2062
388,397,1778,و این زنان و مردان,False,273766,2062
389,398,1923,مشغول کار کردن در خط مقدم برای خلق,False,275544,2062
390,399,2203,جامعه تحصیل کرده هستند.,False,277467,2062
391,400,2770,خب امیدوارم که,True,279670,2062
392,401,1901,منتظر روز گرامیداشت قهرمان ناهار مدرسه نمانید,False,282440,2062
393,402,2035,تا از خدمه ناهارتان تشکر کنید،,False,284341,2062
394,403,2048,و امیدوارم بخاطر داشته باشید,False,286376,2062
395,404,2846,که چه قدرتی در تشکر نهفته است.,False,288424,2062
396,405,1995,یک تشکرمی تواند زندگی را تغییر دهد.,False,291270,2062
397,406,3202,زندگی کسی که آن را دریافت می کند، تغییر می دهد,False,293265,2062
398,407,2284,و همچنین زندگی کسی که آن را,False,296467,2062
399,408,1626,توضیح می دهد.,False,298751,2062
400,409,2356,سپاسگزارم.,True,300377,2062
401,411,2590,حقوق شما چقدره.,True,0,2585
402,412,1888,با صدای بلند جواب ندید.,False,3155,2585
403,413,1781,اما یه عدد تو ذهنتون داشته باشید.,False,5666,2585
404,414,4643,حالا. فکر میکنید کسی که کنارتون نشسته چقدر حقوق میگیره.,False,8017,2585
405,415,2159,بازم بلند جواب ندید.,False,13176,2585
406,417,2358,سر کار، فکر میکنید کسی که,True,17144,2585
407,418,3938,در اتاق بغلی یا میز کناری نشسته چقدر حقوق میگیره.,False,19526,2585
408,419,1155,می دونید.,False,23488,2585
409,420,1365,باید بدونید.,False,24977,2585
410,421,3977,متوجه شدین. حتی برای منم راحت نیست که این سوالارو ازتون بپرسم,True,26961,2585
411,422,3150,"اما اقرار کنین,شما هم دلتون میخواد بدونید",False,30962,2585
412,423,3525,اکثر ما با اینکه میزان حقوقمونو جار بزنیم موافق نیستیم.,False,34993,2585
413,424,2149,قرار نیست حقوقمونو به همسایمون بگیم,False,38542,2585
414,425,3192,و قطعاً قرار نیست میزان حقوقمونو  به همکارمون بگیم.,False,40715,2585
415,426,3514,دلیل فرضیم اینه که اگر هر کسی می دونست دیگری چقدر حقوق میگیره،,False,43931,2585
416,427,1790,هرج و مرج میشد.,False,47469,2585
417,428,2101,دعوا، جنگ,False,49283,2585
418,429,2189,حتی ممکن بود بعضیا از کارشون استعفا بدن,False,51408,2585
419,430,3779,اما اگر این مخفی کاری دلیل اصلی این کشمکش ها باشه چی.,False,53621,2585
420,431,2618,چی میشد اگر این مخفی کاری برداشته میشد.,False,57424,2585
421,432,3991,اگر شفاف سازی،  حس عدالت و همکاری رو توی یه شرکت,False,60599,2585
422,433,1222,افزایش می داد چی.,False,64614,2585
423,434,3586,چی میشد اگه ما شفاف سازی کامل داشتیم.,False,65860,2585
424,435,1317,طی چند سال گذشته،,True,70254,2585
425,436,2913,من روی رئیس ها و رهبرای کارآفرین  مطالعه می کردم,False,71595,2585
426,437,3549,که سوالشون درمورد باور عمومی مردم نسبت به اداره یه شرکت بود.,False,74532,2585
427,438,2452,سوالات در مورد حقوق مرتباً مطرح میشه.,False,78105,2585
428,439,2450,و جواب هاشم شگفت آوره.,False,81105,2585
429,440,1807,به نظر میاد که شفاف سازی حقوق,True,84458,2585
430,441,2110,و در میان گذاشتن میزان حقوق در یک شرکت,False,86289,2585
431,442,2649,محل کار بهتری را چه برای کارمند,False,88423,2585
432,443,1587,و چه برای شرکت ایجاد میکنه.,False,91096,2585
433,444,3099,وقتی مردم اختلاف حقوق خود را با بقیه ندونن احتمال بیشتری میره,False,93362,2585
434,445,1816,که فکر کنن کم حقوق میگیرن,False,96485,2585
435,446,1935,یا فکر کنن که مورد تبعیض واقع میشن.,False,98325,2585
436,447,3037,دوست دارید در محلی کار کنین که حس شما از کم حقوقی,False,100596,2585
437,448,2659,یا تبعیض رو امری ساده تلقی میکنه.,False,103633,2585
438,449,2510,اما مخفی کردن حقوق دقیقاً همین کارو میکنه,False,106697,2585
439,450,2883,و از وقتی حقوق بوده همین رویه بوده،,False,109231,2585
440,451,2092,علیرغم اینکه در ایالات متحده,False,112674,2585
441,452,3450,قانونی هست که این حق رو به افراد میده  تا راجع به حقوقشون بحث کنن.,False,114790,2585
442,453,2558,یه مثال معروفی از چند دهه گذشته،,True,119417,2585
443,454,2106,مدیریت مجله ونیتی فر هستش,False,121999,2585
444,455,2120,که شعاری با این عنوان داشت که.,False,124129,2585
445,456,3205,بحث در مورد حقوق میان کارمندان  ممنوع است.,False,126273,2585
446,457,3322,بحث در مورد حقوق میان کارمندان  ممنوع است.,False,129502,2585
447,458,2147,اما اون شعار به مزاج همه خوش نیومد.,False,133482,2585
448,459,2046,چهره های ادبی نیویورک مثل دوروثی پارکر،,False,135653,2585
449,460,1762,رابرت بنچلی و رابرت شروود،,False,137723,2585
450,461,2441,و تمام نویسندگان آلگونکوین روند تیبل,False,139509,2585
451,462,1781,مصمم شدن تا از شفاف سازی حمایت کنن,False,141974,2585
452,463,1732,و روز بعدش با یه تابلو,False,143779,2585
453,464,3214,که حقوقشونو روش نوشته بودن و به گردنشون انداختند به محل کار رفتن.,False,145535,2585
454,466,1575,فکر کنید برید سرکار,True,150716,2585
455,467,3490,حقوقتونم روسینتون بنویسید تا همه ببینند.,False,152315,2585
456,468,3270,اما چرا یه شرکت بحث های حقوقی رو منع میکنه.,True,157573,2585
457,469,3332,چرا بعضی آدما باهاش کنار میان و بعضیا باهاش مخالفت میکنند.,False,160867,2585
458,470,3044,به نظر میرسه که علاوه بر دلایل فرض شده،,False,165906,2585
459,471,3303,مخفی کاری یه راهی برای پس انداز پول بیشتر برای شرکت هاست.,False,168974,2585
460,472,1911,میدونید، مخفی نگه داشتن حقوق,False,172301,2585
461,473,2951,منجر به چیزی میشه که  اقتصاد دانان بهش میگن.عدم تقارن اطلاعات,False,174236,2585
462,474,2271,این موقعیته که در فضای مذاکره,False,177211,2585
463,475,2998,یه گروه اطلاعات خیلی بیشتری نسبت به طرف دیگه داره.,False,179506,2585
464,476,3410,و توی بحث استخدام و ترفیع و افزایش حقوق سالیانه،,False,182887,2585
465,477,3658,کارفرما با مخفی کاری میتونه پول زیادی رو پس انداز کنه.,False,186321,2585
466,478,2887,تصور کنین چقدر بهتر میتونستید سر افزایش حقوق چونه بزنید,False,190405,2585
467,479,1826,اگر حقوق همه رو میدونستید.,False,193297,2585
468,480,2441,اقتصاد دانان هشدار میدن که عدم تقارن اطلاعاتی,True,197612,2585
469,481,1647,باعث مختل شدن بازار میشه.,False,200077,2585
470,482,1906,یکی فیش حقوقیشو روی دستگاه کپی جا میذاره,False,201748,2585
471,483,2418,و ناگهان میبینین که  همه دارن سر هم داد میکشند.,False,203678,2585
472,484,1706,در حقیقت، اونها به ما هشدار میدن که,False,206866,2585
473,485,4817,عدم تقارن اطلاعاتی میتونه منجر به سقوط کامل بازار بشه.,False,208596,2585
474,486,2014,و من فکر میکنم تقریباً به اون حد رسیدیم.,False,214095,2585
475,487,1166,حالا چرا.,False,216133,2585
476,488,4928,اولاً، اکثر کارمندان هیچ نظری  راجع به اختلاف حقوقشون با بقیه ندارن.,False,217323,2585
477,489,3850,در سال 2015، در تحقیقی از 70000 کارمند,False,222834,2585
478,490,3381,دو سوم کسانی که به نرخ بازار حقوق میگرفتند,False,226708,2585
479,491,2232,گفتند که حس میکنن که کم حقوق میگیرن.,False,230113,2585
480,492,2879,و از تمام کسانی که چنین حسی رو داشتن،,False,233036,2585
481,493,2953,60 درصد گفتند که مایلند که استعفا بدن،,False,235939,2585
482,494,2888,بدون اینکه بدونن کم حقوق میگیرن،  زیاد حقوق میگیرن یا,False,238916,2585
483,495,1579,دقیقا با نرخ بازار حقوق میگیرن.,False,241828,2585
484,496,2460,اگر شما هم جزو این تحقیق بودین چی میگفتین.,False,244200,2585
485,497,1276,کم حقوق میگیرین.,False,246684,2585
486,498,2325,خب صبر کنین، از کجا می دونید.,False,247984,2585
487,499,2133,وقتی اجازه ندارید در موردش حتی حرف بزنید.,False,250333,2585
488,500,3599,دوم، با عدم تقارن اطلاعاتی و مخفی کاری،,True,252911,2585
489,501,3066,راحت تر میشه تبعیض موجود در بازارو نادیده گرفت,False,256540,2585
490,502,2148,که الانم توی بازار دیده میشه.,False,259606,2585
491,503,3697,در گزارشی از سال 2011 از موسسه تحقیقات سیاست زنان،,False,262217,2585
492,504,2124,اختلاف درآمد بین زن و مرد,False,265938,2585
493,505,1738,23 درصد بود.,False,268086,2585
494,506,3237,77 سنت هرخانم نسبت به 1 دلار هر اقا از اینجا نشات میگیره,False,270201,2585
495,507,1463,اما در دولت فدرال،,False,273641,2585
496,508,2063,که حقوق ها سطح مشخصی دارن,False,275128,2585
497,509,2040,و همه از این سطوح آگاهی دارن، ,False,277215,2585
498,510,2085,این اختلاف به 11 درصد کاهش پیدا کرد.,False,279279,2585
499,511,2576,این قبل نادیده گرفتن تمام عواملی است,False,281388,2585
500,512,2893,که اقتصاد دانان بر سر کنترل کردن یا نکردنش اختلاف نظر دارند.,False,283988,2585
501,513,2672,اگر واقعاً میخوایم اختلاف بین حقوق زن و مرد را کم کنیم،,True,287264,2585
502,514,2538,شاید باید با ایجاد یک لیست حقوقی  شروع کنیم.,False,289960,2585
503,515,3222,اگر بازارها دارن کاملاً سقوط میکنن،,False,292864,2585
504,516,3268,پس شفاف سازی تنها راه تضمین عدالته.,False,296110,2585
505,517,2632,الان فهمیدم که گفتن میزان حقوقتون به بقیه,True,300274,2585
506,518,1539,شاید شما رو ناراحت کنه,False,302906,2585
507,519,1515,اما آیا از فکر کردن به اینکه,False,304469,2585
508,520,2880,مورد تبعیض واقع میشین یا,False,306008,2585
509,521,3762,همسر، دختر و یا خواهرتون ناعادلانه حقوق میگیرن، راحت تر نیست.,False,308912,2585
510,522,3940,شفاف سازی بهترین راه برای تضمین عدالته.,False,313353,2585
511,523,1913,و شفاف سازی حقوق همین کارو انجام میده.,False,317317,2585
512,524,2680,برای همینه که  رهبران کارآفرین و رئیسان,True,319991,2585
513,525,2793,برای سالها روی  در میان گذاشتن میزان حقوق تحقیق کردن.,False,322695,2585
514,526,1413,مثل دین آتکینسون,False,325512,2585
515,527,3879,دین یه کارآفرین زنجیره ایه که  شرکت های زیادی رو,False,326949,2585
516,528,1582,با شرایط مخفی کاری حقوق تاسیس کرد,False,330852,2585
517,529,3353,و حتی به دو نفر با صلاحیت های یکسان، به میزان خیلی متفاوت,False,332458,2585
518,530,1696,حقوق می داد، و,False,335835,2585
519,531,2169,بستگی به این داشت که چطور سر حقوقشون بحث کنن.,False,337555,2585
520,532,3331,و دین دید که چه کشمکش هایی سر همین  مسئله به وجود اومد.,False,340091,2585
521,533,2227,پس وقتی جدیدترین شرکتشو سام آل راه انداخت،,False,343888,2585
522,534,3110,از همون اول از شفاف سازی استفاده کرد.,False,346139,2585
523,535,1738,و نتایجش فوق العاده بودن.,False,349821,2585
524,536,1872,تحقیقات یکی پس از دیگری نشون میده,False,352174,2585
525,537,1876,که وقتی مردم بدونن که چطور حقوق میگیرن,False,354070,2585
526,538,2029,و تفاوتش با بقیه چقدره،,False,355970,2585
527,539,2933,احتمال بیشتری داره که سخت کار کنن تا عملکردشونو ارتقا بدن,False,358023,2585
528,540,2849,احتمال بیشتری میره که درگیر کار بشن و استعفا ندن.,False,360980,2585
529,541,1402,واسه همینه کهدین تنها نیست.,True,363853,2585
530,542,2171,از بافر که یک راه اندازفناوریه گرفته،,False,365279,2585
531,543,3346,تا ده ها هزار کارمند در هول فود،,False,367915,2585
532,544,3167,جایی که نه تنها حقوق افراد برای همه قابل مشاهدس،,False,371285,2585
533,545,3000,بلکه عملکردهاشون برای مغازه و یا بخش شما,False,374476,2585
534,546,1919,توی وبسایت شرکت برای همه,False,377500,2585
535,547,1222,قابل دسترسه.,False,379443,2585
536,548,2462,امروزه، شفاف سازی حقوق  شکل های مختلفی داره.,True,381985,2585
537,549,1598,و یک شکلش به درد همه نمیخوره.,False,384471,2585
538,550,2496,بعضی ها حقوق ها رو در معرض دید همه میذارن.,False,386093,2585
539,551,2301,بعضیا فقط توی شرکت نمایشش میدن.,False,388613,2585
540,552,2585,بعضیا فرمول حساب کردن حقوقو نشون میدن،,False,390938,2585
541,553,1774,و بعضیا سطوح حقوق رو نشون میدن,False,393547,2585
542,554,1778,و هر فرد رو با سطح مربوطش نشون میدن.,False,395345,2585
543,555,2049,پس دیگه نیاز نیست یه تابلو برای کارمندا,False,397147,2585
544,556,2524,درست کنین تا توی شرکت تنشون کنند.,False,399220,2585
545,557,2914,و شما هم نیاز نیست  تابلویی که توی خونه درست کردینو,False,401768,2585
546,558,1222,بندازید گردنتون.,False,404706,2585
547,559,3204,اما ما میتونیم گام های بزرگ تری واسه شفاف سازی برداریم.,False,406494,2585
548,560,2028,برای شماهایی که قدرت دارین که,False,410233,2585
549,561,1794,در راستای شفاف سازی قدم بردارید.,False,412285,2585
550,562,1475,وقتشه که تلاش کنین.,False,414103,2585
551,563,2468,و واسه شماهایی که قدرتشو ندارید.,False,415943,2585
552,564,1979,وقتشه که از حقتون دفاع کنید.,False,418435,2585
553,565,1725,پس چقدر حقوق میگیرید.,True,421263,2585
554,566,2627,و تفاوتش با بقیه چقدره.,False,424186,2585
555,567,1306,باید بدونید.,False,427190,2585
556,568,1275,و بقیه هم باید بدونن.,False,429312,2585
557,569,1168,ممنونم.,True,431936,2585
558,571,2346,یک روز در سال ۱۸۱۹،,True,419,1637
559,572,2759,به فاصله‌ پنج هزار کیلومتر  از ساحل شیلی،,False,2765,1637
560,573,2930,در یکی از دورافتاده‌ترین  مناطق اقیانوس آرام,False,5524,1637
561,574,4040,۲۰ ملوان آمریکایی، شاهد غرق شدن کشتی‌شون بودن.,False,8454,1637
562,575,2180,کشتی اونها به یک نهنگ عنبر  برخورد کرده بود,False,12494,1637
563,576,2901,که یک سوراخ فجیع در بدنه‌ کشتی ایجاد کرده بود.,False,14674,1637
564,577,2329,همین‌طور که کشتی اونها داشت به زیر آب فرو می رفت،,False,17575,1637
565,578,4313,ملوانان در سه قایق کوچک مخصوص  صید نهنگ فشرده کنار هم نشسته بودن.,False,19904,1637
566,579,2263,اون‌ها بیش از ۱۶،۰۰۰ کیلومتر از خونه‌هاشون,False,24217,1637
567,580,3223,و بیش از ۱.۶۰۰ کیلومتر  از نزدیکترین خشكى فاصله داشتن.,False,26480,1637
568,581,2204,تو قایق‌های کوچک‌شون فقط,False,29703,1637
569,582,1566,تجهيزات اولیه‌ جهت‌یابی,False,31907,1637
570,583,3648,و مقدار کمی ذخیره‌ آب و خوراكى داشتن.,False,33473,1637
571,584,2204,این‌ها افراد کشتی صید نهنگ اِسکس بودن که بعدها,False,37121,1637
572,585,2655,داستان‌شون الهام‌بخش قسمت‌هایی از موبی دیک شد.,False,39325,1637
573,586,2949,شرایط اونها، حتی در دنیای امروز هم می‌تونه خیلی ترسناک باشه،,True,41980,1637
574,587,2606,ولی فکرش رو بکنین اون شرایط در اون زمان چقدر بدتر بوده.,False,44929,1637
575,588,2545,هیچکس در خشکی نمی‌دونسته که چنین مشکلی پیش اومده.,False,47535,1637
576,589,2912,هیچ گروه جستجویی قرار نبوده دنبال اونها بگرده.,False,50080,1637
577,590,2862,خیلی از ما هرگز چنین شرایط هولناکی که این ملوان‌ها,False,52992,1637
578,591,3503,گرفتارش شدن رو تجربه نکردیم،,False,55854,1637
579,592,1867,ولی همه می‌دونیم  ترسیدن چه شکلیه.,False,59357,1637
580,593,2294,می‌دونیم ترسیدن چه حسی داره اما,False,61224,1637
581,594,2104,مطمئن نیستم زمانی که برای فکر کردن به معنای,False,63518,1637
582,595,1645,ترس‌هامون گذاشتیم کافی بوده باشه.,False,65622,1637
583,596,2837,در حین بزرگ شدن اغلب این‌طور تشویقمون کردن که,True,67267,1637
584,597,2913,ترس رو به چشم ضعف نگاه کنیم، انگار یه چیز کودکانه‌ای باشه,False,70104,1637
585,598,2818,مثل دندون‌های شیری  یا اسکیت‌ که باید کنار بگذاریم.,False,73017,1637
586,599,2495,و معتقدم این طرز فکر ما تصادفی نیست,False,75835,1637
587,600,2607,عصب‌شناس‌ها به این نتیجه رسیدهن  که انسان‌ها,False,78330,1637
588,601,2739,ذاتا خوش‌بین هستند.,False,80937,1637
589,602,2783,و شاید دلیل این‌ که ما گاهی به ترس,False,83676,1637
590,603,1978,به چشم خطر نگاه می‌کنیم همین باشه.,False,86459,1637
591,604,2997,دوست داریم به همدیگه بگیم. نگران نباش،وحشت نکن.,False,88437,1637
592,605,2649,در زبان‌، ترس چیزیه که  بر اون پیروز می‌شیم,False,91434,1637
593,606,3833,چیزیه که باهاش می‌جنگیم و بهش غلبه می‌کنیم.,False,94083,1637
594,607,2205,ولی اگه بیایم به ترس جور دیگه‌ای  نگاه کنیم چی.,False,97916,1637
595,608,4143,اگه بیایم به ترس به عنوان  عامل جذاب تخیل،,False,100121,1637
596,609,2378,چیزی که می‌تونه به اندازه‌ خود داستان‌سرایی,False,104264,1637
597,610,2654,عمیق و خردمندانه باشه فکر کنیم چی.,False,106642,1637
598,611,2593,دیدن این ارتباط بین ترس و تخیل  در کودکان آسون‌ترینه,True,109296,1637
599,612,3279,چون ترس‌هاشون اغلب به شکل فوق‌العاده‌ای واضحه.,False,111889,1637
600,613,2281,من وقتی بچه بودم در کالیفرنیا زندگی می‌کردم,False,115168,1637
601,614,2689,که خب می‌دونین جای بسیار زیباییه برای زندگی کردنه،,False,117449,1637
602,615,4008,اما برای من کودک، کالیفرنیا می‌تونست کمی ترسناک باشه.,False,120138,1637
603,616,3041,یادم میاد چقدر می‌ترسیدم وقتی چلچراغی که,False,124146,1637
604,617,2433,که بالای میز ناهارخوری‌مون آویزون بود،,False,127187,1637
605,618,2175,با هر زلزله‌ ای خفیفی عقب و جلو می‌رفت،,False,129620,1637
606,619,2303,و من بعضی شب‌ها از ترس خوابم نمی‌برد,False,131795,1637
607,620,2521,که نکنه وقتی خوابیم  اون زلزله بزرگه بیاد.,False,134098,1637
608,621,2872,و نظر ما در مورد بچه‌هایی  که چنین ترس‌هایی دارن,False,136619,1637
609,622,3228,اینه که تخیل زنده و روشنی دارن.,False,139491,1637
610,623,2390,ولی یه جایی می‌رسه که بیشتر ما یاد می‌گیریم,False,142719,1637
611,624,2886,که این تصورات رو پشت سر بگذاریم و بزرگ بشیم.,False,145109,1637
612,625,2757,می‌فهمیم که هیچ هیولایی  زیر تخت ما قایم نشده,False,147995,1637
613,626,2980,و هر زلزله‌ای قرار نیست خونه‌ها رو خراب کنه.,False,150752,1637
614,627,3408,ولی این موضوع تصادفی نیست که که بعضی از خلاق‌ترین ذهن‌هایی که می‌شناسیم,False,153732,1637
615,628,3111,وقتی بزرگ‌تر شدن نتونستن  این نوع ترس‌ها رو پشت سر بگذارن.,False,157140,1637
616,629,3861,همین تخیلات باورنکردنی که موجب  خلق آثاری مثل منشا پیدایش گونه‌ها،,False,160251,1637
617,630,2857,جین ایر و در جستجوی زمان از دست رفته  شدن،,False,164112,1637
